"did","gene","AF"
"XRN:GARDDD","KRAS",0.3097
"XRN:GARDDD","PIK3CA",0.3
"XRN:GARDDD","PTEN",0.4045
"XRN:GAYAG7","PTEN",0.2635
"XRN:GAYAG7","TP53",0.3073
"XRN:GD7P64","APC",0.25
"XRN:GD7P64","KRAS",0.4159
"XRN:GD7P64","PIK3CA",0.2297
"XRN:GD7P64","PTEN",0.3315
"XRN:GDCKX4","APC",0.1826
"XRN:GDCKX4","KRAS",0.2672
"XRN:GDCKX4","PTEN",0.3087
"XRN:GDFNDW","APC",0.31
"XRN:GDFNDW","PTEN",0.34
"XRN:GDJ6Y3","APC",0.7616
"XRN:GDJ6Y3","PTEN",0.8443
"XRN:GDJ6Y3","TP53",0.5964
"XRN:GEA07M","APC",0.5678
"XRN:GEA07M","KRAS",0.3173
"XRN:GEA07M","PTEN",0.3613
"XRN:GEDA6C","APC",0.0439
"XRN:GEDA6C","PTEN",0.0386
"XRN:GG2T1H","APC",0.209
"XRN:GG2T1H","KRAS",0.3313
"XRN:GG2T1H","PTEN",0.2723
"XRN:GG2T1H","TP53",0.3651
"XRN:GGQKAW","APC",0.0882
"XRN:GGQKAW","KRAS",0.2264
"XRN:GGQKAW","PTEN",0.186
"XRN:GGQKAW","TP53",0.2121
"XRN:GJ90UC","PTEN",0.03
"XRN:GJ90UC","TP53",0.06
"XRN:GKAS9M","APC",0.5076
"XRN:GKAS9M","PTEN",0.3172
"XRN:GKAYCN","KRAS",0.3202
"XRN:GKAYCN","PIK3CA",0.2908
"XRN:GKAYCN","PTEN",0.0638
"XRN:GKXRYS","APC",0.2742
"XRN:GKXRYS","KRAS",0.2655
"XRN:GKXRYS","PTEN",0.3979
"XRN:GKXRYS","TP53",0.3831
"XRN:GLCXVX","KRAS",0.1771
"XRN:GLCXVX","PTEN",0.1909
"XRN:GMUFLF","APC",0.2384
"XRN:GMUFLF","KRAS",0.2025
"XRN:GMUFLF","PTEN",0.2396
"XRN:GMUFLF","TP53",0.2373
"XRN:GULK8K","APC",0.6188
"XRN:GULK8K","KRAS",0.3218
"XRN:GULK8K","PTEN",0.6102
"XRN:GV8Y1Y","APC",0.3967
"XRN:GV8Y1Y","KRAS",0.6349
"XRN:GV8Y1Y","PTEN",0.5906
"XRN:GV8Y1Y","TP53",0.5376
"XRN:GWDAN7","APC",0.2611
"XRN:GWDAN7","KRAS",0.2781
"XRN:GWDAN7","PIK3CA",0.1224
"XRN:GWDAN7","PTEN",0.1249
"XRN:GWL68A","APC",0.645
"XRN:GWL68A","KRAS",0.4988
"XRN:GWL68A","PTEN",0.5111
"XRN:GWL68A","TP53",0.5774
"XRN:GYFRSY","APC",0.1779
"XRN:GYFRSY","PTEN",0.1146
"XRN:GYFRSY","TP53",0.1841
"XRN:GYGD6G","APC",0.1751
"XRN:GYGD6G","PTEN",0.2152
"XRN:GYGD6G","TP53",0.2336
"XRN:GYSQU2","APC",0.1305
"XRN:GYSQU2","PTEN",0.3529
"XRN:GYSQU2","TP53",0.3411
"XRN:H177D1","APC",0.2913
"XRN:H177D1","KRAS",0.2798
"XRN:H177D1","PTEN",0.362
"XRN:H177D1","TP53",0.3972
"XRN:H1GRXA","APC",0.3691
"XRN:H1GRXA","KRAS",0.4012
"XRN:H1GRXA","PIK3CA",0.1681
"XRN:H1GRXA","PTEN",0.2196
"XRN:H1P9HU","APC",0.331
"XRN:H1P9HU","PTEN",0.1549
"XRN:H1P9HU","TP53",0.7185
"XRN:H2HN7W","APC",0.6975
"XRN:H2HN7W","KRAS",0.3722
"XRN:H2HN7W","PTEN",0.4297
"XRN:H2HN7W","TP53",0.8502
"XRN:H3A34E","APC",0.2698
"XRN:H3A34E","KRAS",0.2075
"XRN:H3A34E","PTEN",0.1451
"XRN:H3A34E","TP53",0.2891
"XRN:H4N2QA","APC",0.5178
"XRN:H4N2QA","KRAS",0.252
"XRN:H4N2QA","PIK3CA",0.2291
"XRN:H4N2QA","PTEN",0.2805
"XRN:H75RK3","APC",0.4798
"XRN:H75RK3","PTEN",0.5105
"XRN:H75RK3","TP53",0.7436
"XRN:HALVY5","APC",0.2379
"XRN:HALVY5","KRAS",0.2171
"XRN:HALVY5","PIK3CA",0.1167
"XRN:HALVY5","PTEN",0.1064
"XRN:HALVY5","TP53",0.1958
"XRN:HBGW7M","APC",0.03
"XRN:HBGW7M","KRAS",0.03
"XRN:HBGW7M","PTEN",0.08
"XRN:HBGW7M","TP53",0.05
"XRN:HBYJVJ","APC",0.5053
"XRN:HBYJVJ","KRAS",0.5618
"XRN:HBYJVJ","PTEN",0.4967
"XRN:HC9MXJ","KRAS",0.32
"XRN:HC9MXJ","PIK3CA",0.16
"XRN:HC9MXJ","PTEN",0.03
"XRN:HC9MXJ","TP53",0.33
"XRN:HCP19S","PTEN",0.0755
"XRN:HCP19S","TP53",0.1032
"XRN:HCXVRP","PTEN",0.25
"XRN:HCXVRP","TP53",0.29
"XRN:HDBPX8","APC",0.3084
"XRN:HDBPX8","KRAS",0.4109
"XRN:HDBPX8","PIK3CA",0.2593
"XRN:HDBPX8","PTEN",0.086
"XRN:HDBPX8","TP53",0.262
"XRN:HE2AQS","APC",0.1267
"XRN:HE2AQS","KRAS",0.194
"XRN:HE2AQS","PIK3CA",0.0793
"XRN:HE4141","APC",0.1459
"XRN:HE4141","KRAS",0.1609
"XRN:HE4141","PTEN",0.3022
"XRN:HEYAHP","PIK3CA",0.0393
"XRN:HEYAHP","PTEN",0.5383
"XRN:HEYAHP","TP53",0.5866
"XRN:HF4YLK","APC",0.4957
"XRN:HF4YLK","KRAS",0.5104
"XRN:HF4YLK","PIK3CA",0.1799
"XRN:HF4YLK","PTEN",0.3268
"XRN:HGS8EC","PIK3CA",0.1182
"XRN:HGS8EC","PTEN",0.0623
"XRN:HGUH0P","PIK3CA",0.1106
"XRN:HGUH0P","PTEN",0.1434
"XRN:HGWGKM","APC",0.15
"XRN:HGWGKM","KRAS",0.16
"XRN:HGWGKM","PIK3CA",0.12
"XRN:HGWGKM","PTEN",0.16
"XRN:HJYVC6","APC",0.2995
"XRN:HJYVC6","PTEN",0.2982
"XRN:HKAA18","KRAS",0.2
"XRN:HKAA18","PTEN",0.2
"XRN:HKAA18","TP53",0.24
"XRN:HKN5HS","APC",0.2276
"XRN:HKN5HS","KRAS",0.2452
"XRN:HKN5HS","PIK3CA",0.2284
"XRN:HKN5HS","PTEN",0.2482
"XRN:HMFQRJ","APC",0.25
"XRN:HMFQRJ","PTEN",0.31
"XRN:HMWBYF","APC",0.6137
"XRN:HMWBYF","PTEN",0.6298
"XRN:HMWBYF","TP53",0.6496
"XRN:HNDPXX","APC",0.732
"XRN:HNDPXX","PTEN",0.5739
"XRN:HPMBQX","APC",0.3199
"XRN:HPMBQX","KRAS",0.3286
"XRN:HPMBQX","PIK3CA",0.3464
"XRN:HPMBQX","PTEN",0.3903
"XRN:HPMBQX","TP53",0.261
"XRN:HPPTVL","APC",0.3153
"XRN:HPPTVL","PTEN",0.4903
"XRN:HPPTVL","TP53",0.44
"XRN:HPQDBT","PIK3CA",0.1078
"XRN:HPQDBT","PTEN",0.2643
"XRN:HPQDBT","TP53",0.1421
"XRN:HQS8QS","APC",0.3246
"XRN:HQS8QS","KRAS",0.2951
"XRN:HQS8QS","PTEN",0.3596
"XRN:HQS8QS","TP53",0.3821
"XRN:HR64Y3","PIK3CA",0.04
"XRN:HR64Y3","PTEN",0.1
"XRN:HR64Y3","TP53",0.14
"XRN:HRCFYL","APC",0.26
"XRN:HRCFYL","KRAS",0.23
"XRN:HRCFYL","PTEN",0.23
"XRN:HSVXNY","APC",0.2746
"XRN:HSVXNY","KRAS",0.3064
"XRN:HSVXNY","PTEN",0.2881
"XRN:HSVXNY","TP53",0.3141
"XRN:HSY92E","APC",0.11
"XRN:HSY92E","KRAS",0.09
"XRN:HSY92E","PIK3CA",0.08
"XRN:HSY92E","PTEN",0.11
"XRN:J0KR03","APC",0.2643
"XRN:J0KR03","KRAS",0.1502
"XRN:J0KR03","PIK3CA",0.1491
"XRN:J0KR03","PTEN",0.3039
"XRN:J1FU5S","APC",0.18
"XRN:J1FU5S","KRAS",0.23
"XRN:J1FU5S","PIK3CA",0.23
"XRN:J1FU5S","PTEN",0.3
"XRN:J1KGB6","APC",0.1625
"XRN:J1KGB6","KRAS",0.1603
"XRN:J1KGB6","PIK3CA",0.171
"XRN:J1KGB6","PTEN",0.2223
"XRN:J2FF9L","APC",0.2594
"XRN:J2FF9L","KRAS",0.2723
"XRN:J2FF9L","PIK3CA",0.4253
"XRN:J2FF9L","PTEN",0.2661
"XRN:J2S4UT","APC",0.31
"XRN:J2S4UT","PTEN",0.43
"XRN:J2S4UT","TP53",0.67
"XRN:J3EN5D","APC",0.33
"XRN:J3EN5D","PTEN",0.3327
"XRN:J3EN5D","TP53",0.4314
"XRN:J4H8VR","APC",0.2442
"XRN:J4H8VR","KRAS",0.2531
"XRN:J4H8VR","PTEN",0.2226
"XRN:J4H8VR","TP53",0.3286
"XRN:J6BXUA","APC",0.21
"XRN:J6BXUA","PTEN",0.23
"XRN:J6BXUA","TP53",0.23
"XRN:J6P5T3","APC",0.17
"XRN:J6P5T3","KRAS",0.34
"XRN:J6P5T3","PTEN",0.07
"XRN:J6P5T3","TP53",0.18
"XRN:J76486","APC",0.0311
"XRN:J76486","PTEN",0.0894
"XRN:J76486","TP53",0.0855
"XRN:J82BYV","APC",0.57
"XRN:J82BYV","KRAS",0.42
"XRN:J82BYV","PTEN",0.48
"XRN:J82BYV","TP53",0.43
"XRN:J843N9","APC",0.34
"XRN:J843N9","PTEN",0.36
"XRN:J843N9","TP53",0.76
"XRN:J8PWPF","APC",0.2743
"XRN:J8PWPF","KRAS",0.2369
"XRN:J8PWPF","PTEN",0.119
"XRN:J8PWPF","TP53",0.2905
"XRN:J8VWFK","APC",0.68
"XRN:J8VWFK","KRAS",0.33
"XRN:J8VWFK","PIK3CA",0.39
"XRN:J8VWFK","PTEN",0.54
"XRN:J8VWFK","TP53",0.6
"XRN:J8XABC","APC",0.13
"XRN:J8XABC","PTEN",0.12
"XRN:J8XABC","TP53",0.09
"XRN:JAD58S","APC",0.26
"XRN:JAD58S","KRAS",0.61
"XRN:JAD58S","PTEN",0.43
"XRN:JAJYSC","APC",0.24
"XRN:JAJYSC","KRAS",0.23
"XRN:JAJYSC","PIK3CA",0.23
"XRN:JAJYSC","PTEN",0.25
"XRN:JDF6HN","APC",0.357
"XRN:JDF6HN","KRAS",0.3723
"XRN:JDF6HN","PTEN",0.3658
"XRN:JDF6HN","TP53",0.5018
"XRN:JFLJXR","APC",0.7362
"XRN:JFLJXR","PTEN",0.4819
"XRN:JFLJXR","TP53",0.4293
"XRN:JJQTXE","APC",0.4
"XRN:JJQTXE","KRAS",0.38
"XRN:JJQTXE","PIK3CA",0.36
"XRN:JJQTXE","PTEN",0.43
"XRN:JJQTXE","TP53",0.11
"XRN:JKBYCT","PTEN",0.48
"XRN:JKS0FR","APC",0.14
"XRN:JKS0FR","PTEN",0.12
"XRN:JLB4YK","APC",0.29
"XRN:JLB4YK","PTEN",0.22
"XRN:JLB4YK","TP53",0.31
"XRN:JLP35S","APC",0.2617
"XRN:JLP35S","PTEN",0.1108
"XRN:JLP35S","TP53",0.1186
"XRN:JM3W2V","APC",0.295
"XRN:JM3W2V","KRAS",0.3067
"XRN:JM3W2V","PIK3CA",0.3067
"XRN:JM3W2V","PTEN",0.4347
"XRN:JMW4P0","APC",0.5813
"XRN:JMW4P0","KRAS",0.3289
"XRN:JMW4P0","PTEN",0.4282
"XRN:JMW4P0","TP53",0.4201
"XRN:JQ1VMC","APC",0.1728
"XRN:JQ1VMC","PTEN",0.1696
"XRN:JQYU9H","APC",0.03
"XRN:JQYU9H","KRAS",0.02
"XRN:JQYU9H","PIK3CA",0.02
"XRN:JQYU9H","PTEN",0.03
"XRN:JRCY1J","APC",0.1076
"XRN:JRCY1J","KRAS",0.0502
"XRN:JRCY1J","PTEN",0.1506
"XRN:JRQ5WP","APC",0.3802
"XRN:JRQ5WP","PTEN",0.1891
"XRN:JS1ULT","APC",0.12
"XRN:JS1ULT","KRAS",0.14
"XRN:JS1ULT","PTEN",0.06
"XRN:JS1ULT","TP53",0.15
"XRN:JTGMP1","APC",0.1444
"XRN:JTGMP1","KRAS",0.1923
"XRN:JTGMP1","PTEN",0.0812
"XRN:JTGMP1","TP53",0.1343
"XRN:JTMNDC","APC",0.2096
"XRN:JTMNDC","KRAS",0.2642
"XRN:JTMNDC","PTEN",0.2002
"XRN:JTMNDC","TP53",0.3012
"XRN:JU4CEK","KRAS",0.06
"XRN:JU4CEK","PTEN",0.11
"XRN:JU4CEK","TP53",0.09
"XRN:JWB7U6","APC",0.2612
"XRN:JWB7U6","KRAS",0.2909
"XRN:JWB7U6","PIK3CA",0.2547
"XRN:JWB7U6","PTEN",0.2654
"XRN:JY5FC0","APC",0.2976
"XRN:JY5FC0","KRAS",0.3083
"XRN:JY5FC0","PTEN",0.4306
"XRN:JY5FC0","TP53",0.4089
"XRN:K00GJ5","APC",0.47
"XRN:K00GJ5","PTEN",0.46
"XRN:K0GFD6","APC",0.32
"XRN:K0GFD6","KRAS",0.52
"XRN:K0GFD6","PIK3CA",0.15
"XRN:K0GFD6","PTEN",0.37
"XRN:K28P04","APC",0.298
"XRN:K28P04","PTEN",0.1197
"XRN:K28P04","TP53",0.5369
"XRN:K2MNH9","APC",0.2111
"XRN:K2MNH9","KRAS",0.0711
"XRN:K2MNH9","PTEN",0.0754
"XRN:K2RJMX","APC",0.4468
"XRN:K2RJMX","PTEN",0.6115
"XRN:K2RJMX","TP53",0.3622
"XRN:K4DBQ5","APC",0.2929
"XRN:K4DBQ5","PTEN",0.3035
"XRN:K4UYLQ","APC",0.2238
"XRN:K4UYLQ","KRAS",0.1053
"XRN:K4UYLQ","PTEN",0.119
"XRN:K5WWV9","PTEN",0.8927
"XRN:K6PJUF","APC",0.4248
"XRN:K6PJUF","PIK3CA",0.4996
"XRN:K6PJUF","PTEN",0.1231
"XRN:K6V6VF","APC",0.3491
"XRN:K6V6VF","KRAS",0.5362
"XRN:K6V6VF","PTEN",0.3891
"XRN:K6V6VF","TP53",0.4031
"XRN:K804RN","APC",0.1423
"XRN:K804RN","KRAS",0.1509
"XRN:K804RN","PIK3CA",0.1142
"XRN:K804RN","PTEN",0.1738
"XRN:K8C5U9","APC",0.28
"XRN:K8C5U9","KRAS",0.27
"XRN:K8C5U9","PTEN",0.2
"XRN:K8C5U9","TP53",0.25
"XRN:K8DAQS","APC",0.3711
"XRN:K8DAQS","PTEN",0.0984
"XRN:K8DAQS","TP53",0.292
"XRN:K8KV74","APC",0.2668
"XRN:K8KV74","PIK3CA",0.263
"XRN:K8KV74","PTEN",0.5145
"XRN:K958AN","KRAS",0.076
"XRN:K958AN","PIK3CA",0.0342
"XRN:K958AN","PTEN",0.0843
"XRN:KB6HU9","APC",0.5775
"XRN:KB6HU9","KRAS",0.3725
"XRN:KB6HU9","PIK3CA",0.4404
"XRN:KB6HU9","PTEN",0.6483
"XRN:KB6HU9","TP53",0.664
"XRN:KC9GFX","APC",0.7
"XRN:KC9GFX","KRAS",0.29
"XRN:KC9GFX","PTEN",0.38
"XRN:KE6Y5A","APC",0.3089
"XRN:KE6Y5A","KRAS",0.1573
"XRN:KE6Y5A","PIK3CA",0.2524
"XRN:KE6Y5A","PTEN",0.3463
"XRN:KE6Y5A","TP53",0.3982
"XRN:KEK28V","APC",0.1887
"XRN:KEK28V","PIK3CA",0.1788
"XRN:KEK28V","PTEN",0.0999
"XRN:KF9J83","PTEN",0.34
"XRN:KF9J83","TP53",0.55
"XRN:KFJSLC","APC",0.1015
"XRN:KFJSLC","KRAS",0.1221
"XRN:KFJSLC","PTEN",0.134
"XRN:KFJSLC","TP53",0.5527
"XRN:KGFGM8","APC",0.1699
"XRN:KGFGM8","KRAS",0.1482
"XRN:KGFGM8","PTEN",0.0102
"XRN:KGFGM8","TP53",0.1512
"XRN:KGKEMG","PTEN",0.347
"XRN:KGKEMG","TP53",0.2539
"XRN:KGYPGS","APC",0.2111
"XRN:KGYPGS","PTEN",0.0436
"XRN:KHW5SG","PIK3CA",0.2293
"XRN:KHW5SG","PTEN",0.2957
"XRN:KHW5SG","TP53",0.0361
"XRN:KL8FE8","APC",0.47
"XRN:KL8FE8","KRAS",0.47
"XRN:KL8FE8","PTEN",0.45
"XRN:KMGE0M","PIK3CA",0.4193
"XRN:KMGE0M","PTEN",0.8473
"XRN:KPTB9J","KRAS",0.3768
"XRN:KPTB9J","PTEN",0.2237
"XRN:KPTB9J","TP53",0.4096
"XRN:KQ8CDH","APC",0.3826
"XRN:KQ8CDH","PTEN",0.0152
"XRN:KQ8CDH","TP53",0.6059
"XRN:KR5R6S","APC",0.36
"XRN:KR5R6S","KRAS",0.76
"XRN:KR5R6S","PTEN",0.84
"XRN:KR5R6S","TP53",0.74
"XRN:KR6KSF","APC",0.4197
"XRN:KR6KSF","PTEN",0.4633
"XRN:KR6KSF","TP53",0.4967
"XRN:KS3PWA","APC",0.6239
"XRN:KS3PWA","KRAS",0.3682
"XRN:KS3PWA","PTEN",0.7182
"XRN:KUH3H3","APC",0.1556
"XRN:KUH3H3","KRAS",0.0563
"XRN:KUH3H3","PTEN",0.1083
"XRN:KUH3H3","TP53",0.1256
"XRN:KX50A3","APC",0.8018
"XRN:KX50A3","PTEN",0.6778
"XRN:KX50A3","TP53",0.6812
"XRN:KXXCLT","APC",0.1839
"XRN:KXXCLT","KRAS",0.2046
"XRN:KXXCLT","PIK3CA",0.1721
"XRN:KXXCLT","PTEN",0.2617
"XRN:KY78K2","APC",0.33
"XRN:KY78K2","KRAS",0.66
"XRN:KY78K2","PTEN",0.67
"XRN:KY78K2","TP53",0.7
"XRN:L0WU4U","APC",0.41
"XRN:L0WU4U","PIK3CA",0.04
"XRN:L0WU4U","PTEN",0.02
"XRN:L0WU4U","TP53",0.08
"XRN:L2P00S","APC",0.49
"XRN:L2P00S","KRAS",0.26
"XRN:L2P00S","PTEN",0.03
"XRN:L2P00S","TP53",0.5
"XRN:L4LE3N","APC",0.19
"XRN:L4LE3N","KRAS",0.18
"XRN:L4LE3N","PTEN",0.52
"XRN:L4LE3N","TP53",0.25
"XRN:L506JH","APC",0.48
"XRN:L506JH","KRAS",0.18
"XRN:L506JH","PTEN",0.16
"XRN:L56KEB","PTEN",0.2136
"XRN:L56KEB","TP53",0.4769
"XRN:L5R945","APC",0.0466
"XRN:L5R945","PTEN",0.0809
"XRN:L5R945","TP53",0.062
"XRN:L66554","APC",0.4488
"XRN:L66554","KRAS",0.432
"XRN:L66554","PTEN",0.8618
"XRN:L67VNS","APC",0.2314
"XRN:L67VNS","KRAS",0.193
"XRN:L67VNS","PIK3CA",0.1306
"XRN:L67VNS","PTEN",0.1048
"XRN:L6D85G","APC",0.2459
"XRN:L6D85G","KRAS",0.4702
"XRN:L6D85G","PIK3CA",0.02
"XRN:L6D85G","PTEN",0.0405
"XRN:L6D85G","TP53",0.195
"XRN:L6KL7B","PTEN",0.455
"XRN:L74UNM","APC",0.19
"XRN:L74UNM","PTEN",0.15
"XRN:L7J4BU","APC",0.1155
"XRN:L7J4BU","PIK3CA",0.1678
"XRN:L7J4BU","PTEN",0.0782
"XRN:L7J4BU","TP53",0.1155
"XRN:L9SC59","APC",0.45
"XRN:L9SC59","KRAS",0.24
"XRN:L9SC59","PTEN",0.23
"XRN:LAC08V","APC",0.27
"XRN:LAC08V","KRAS",0.31
"XRN:LAC08V","PIK3CA",0.14
"XRN:LAC08V","PTEN",0.19
"XRN:LARXT4","APC",0.26
"XRN:LARXT4","PTEN",0.28
"XRN:LARXT4","TP53",0.28
"XRN:LCCLP0","APC",0.5983
"XRN:LCCLP0","KRAS",0.3184
"XRN:LCCLP0","PIK3CA",0.2801
"XRN:LCCLP0","PTEN",0.4794
"XRN:LDTK5K","APC",0.45
"XRN:LDTK5K","KRAS",0.37
"XRN:LDTK5K","PTEN",0.36
"XRN:LDTK5K","TP53",0.4
"XRN:LE6XD9","PTEN",0.4084
"XRN:LE6XD9","TP53",0.7116
"XRN:LEYDXY","APC",0.3981
"XRN:LEYDXY","PTEN",0.1834
"XRN:LFRB3C","APC",0.144
"XRN:LFRB3C","KRAS",0.1655
"XRN:LFRB3C","PIK3CA",0.1667
"XRN:LFRB3C","PTEN",0.2031
"XRN:LFW4B3","APC",0.1924
"XRN:LFW4B3","KRAS",0.2568
"XRN:LFW4B3","PTEN",0.2338
"XRN:LFW4B3","TP53",0.2454
"XRN:LKT47N","APC",0.4799
"XRN:LKT47N","KRAS",0.2476
"XRN:LKT47N","PIK3CA",0.1263
"XRN:LKT47N","PTEN",0.1161
"XRN:LKT47N","TP53",0.2
"XRN:LKW1JE","APC",0.5
"XRN:LKW1JE","KRAS",0.59
"XRN:LKW1JE","PTEN",0.57
"XRN:LKW1JE","TP53",0.68
"XRN:LL2PY3","APC",0.31
"XRN:LL2PY3","KRAS",0.38
"XRN:LL2PY3","PTEN",0.42
"XRN:LL2PY3","TP53",0.64
"XRN:LL3EJ0","APC",0.33
"XRN:LL3EJ0","KRAS",0.28
"XRN:LL3EJ0","PTEN",0.09
"XRN:LLY1QY","APC",0.05
"XRN:LLY1QY","KRAS",0.08
"XRN:LLY1QY","PIK3CA",0.03
"XRN:LLY1QY","PTEN",0.03
"XRN:LMEYNU","KRAS",0.5117
"XRN:LMEYNU","PTEN",0.6226
"XRN:LMEYNU","TP53",0.6277
"XRN:LMLXH7","PIK3CA",0.0322
"XRN:LMLXH7","PTEN",0.0336
"XRN:LMLXH7","TP53",0.0458
"XRN:LQV4R9","APC",0.3558
"XRN:LQV4R9","PTEN",0.2981
"XRN:LQV4R9","TP53",0.5973
"XRN:LVG1GF","APC",0.1989
"XRN:LVG1GF","KRAS",0.2023
"XRN:LVG1GF","PTEN",0.1893
"XRN:LWFMV2","APC",0.4118
"XRN:LWFMV2","PTEN",0.4376
"XRN:LWFMV2","TP53",0.4671
"XRN:LX4E0E","APC",0.1714
"XRN:LX4E0E","KRAS",0.1558
"XRN:LX4E0E","PTEN",0.3614
"XRN:LX4E0E","TP53",0.2198
"XRN:LX9X09","APC",0.3312
"XRN:LX9X09","PIK3CA",0.2021
"XRN:LX9X09","PTEN",0.4593
"XRN:LXQ4Y2","KRAS",0.07
"XRN:LXQ4Y2","PIK3CA",0.03
"XRN:LXQ4Y2","PTEN",0.1
"XRN:LXQ4Y2","TP53",0.12
"XRN:LXR29L","APC",0.61
"XRN:LXR29L","PIK3CA",0.37
"XRN:LXR29L","PTEN",0.35
"XRN:LXR29L","TP53",0.53
"XRN:LYEP20","APC",0.406
"XRN:LYEP20","PTEN",0.1757
"XRN:LYEP20","TP53",0.3741
"XRN:LYF8D9","PTEN",0.1818
"XRN:LYF8D9","TP53",0.141
"XRN:M0U20T","APC",0.1679
"XRN:M0U20T","PTEN",0.1496
"XRN:M0U20T","TP53",0.2051
"XRN:M2GU38","PTEN",0.0254
"XRN:M3G1QA","PTEN",0.1029
"XRN:M3G1QA","TP53",0.2844
"XRN:M56PAP","APC",0.3086
"XRN:M56PAP","PTEN",0.1319
"XRN:M56PAP","TP53",0.37
"XRN:M5VG2L","APC",0.2711
"XRN:M5VG2L","KRAS",0.2188
"XRN:M5VG2L","PTEN",0.144
"XRN:M6PN6W","APC",0.3324
"XRN:M6PN6W","KRAS",0.3643
"XRN:M6PN6W","PTEN",0.2515
"XRN:M6PN6W","TP53",0.4164
"XRN:M70FSP","KRAS",0.2905
"XRN:M70FSP","PTEN",0.2118
"XRN:M78VPS","APC",0.29
"XRN:M78VPS","PTEN",0.3
"XRN:M78VPS","TP53",0.41
"XRN:M7BCEP","APC",0.1966
"XRN:M7BCEP","KRAS",0.2628
"XRN:M7BCEP","PIK3CA",0.1542
"XRN:M7BCEP","PTEN",0.1562
"XRN:M81WPK","KRAS",0.3187
"XRN:M81WPK","PTEN",0.4818
"XRN:M81WPK","TP53",0.3411
"XRN:M8E0GS","APC",0.34
"XRN:M8E0GS","PIK3CA",0.33
"XRN:M8E0GS","PTEN",0.39
"XRN:M8TPA7","APC",0.1472
"XRN:M8TPA7","PTEN",0.0154
"XRN:M8TPA7","TP53",0.0735
"XRN:M97P37","APC",0.28
"XRN:M97P37","PTEN",0.23
"XRN:M9T93J","APC",0.29
"XRN:M9T93J","KRAS",0.38
"XRN:M9T93J","PTEN",0.39
"XRN:M9T93J","TP53",0.52
"XRN:MABLB5","APC",0.1587
"XRN:MABLB5","KRAS",0.1631
"XRN:MABLB5","PTEN",0.217
"XRN:MD7E5G","APC",0.36
"XRN:MD7E5G","KRAS",0.55
"XRN:MD7E5G","PIK3CA",0.29
"XRN:MD7E5G","PTEN",0.18
"XRN:MD7E5G","TP53",0.44
"XRN:MEUBKJ","APC",0.7408
"XRN:MEUBKJ","PTEN",0.3038
"XRN:MEUBKJ","TP53",0.5162
"XRN:MFXR3A","APC",0.2161
"XRN:MFXR3A","KRAS",0.3596
"XRN:MFXR3A","PIK3CA",0.1977
"XRN:MFXR3A","PTEN",0.2658
"XRN:MG3AVP","APC",0.0954
"XRN:MG3AVP","KRAS",0.1439
"XRN:MG3AVP","PTEN",0.1021
"XRN:MHD4DT","APC",0.2149
"XRN:MHD4DT","KRAS",0.2909
"XRN:MHD4DT","PIK3CA",0.3159
"XRN:MHD4DT","PTEN",0.4886
"XRN:MHD4DT","TP53",0.0515
"XRN:MHR9G0","APC",0.23
"XRN:MHR9G0","KRAS",0.23
"XRN:MHR9G0","PTEN",0.3
"XRN:MHR9G0","TP53",0.31
"XRN:MHYQU6","APC",0.1149
"XRN:MHYQU6","KRAS",0.088
"XRN:MHYQU6","PIK3CA",0.0817
"XRN:MHYQU6","PTEN",0.0867
"XRN:MHYQU6","TP53",0.1098
"XRN:MJQM9S","APC",0.28
"XRN:MJQM9S","KRAS",0.49
"XRN:MJQM9S","PIK3CA",0.12
"XRN:MJQM9S","PTEN",0.21
"XRN:MJQM9S","TP53",0.4
"XRN:MK893V","APC",0.3475
"XRN:MK893V","KRAS",0.231
"XRN:MK893V","PTEN",0.6853
"XRN:MKWF3S","APC",0.0953
"XRN:MKWF3S","KRAS",0.1762
"XRN:MKWF3S","PTEN",0.0758
"XRN:MM49T9","APC",0.6384
"XRN:MM49T9","PIK3CA",0.1678
"XRN:MM49T9","PTEN",0.3868
"XRN:MM49T9","TP53",0.2644
"XRN:MP6FV1","APC",0.2314
"XRN:MP6FV1","KRAS",0.5766
"XRN:MP6FV1","PTEN",0.0623
"XRN:MPHRAC","APC",0.3895
"XRN:MPHRAC","PTEN",0.3044
"XRN:MPHRAC","TP53",0.3137
"XRN:MSAGG5","APC",0.2783
"XRN:MSAGG5","KRAS",0.2475
"XRN:MSAGG5","PTEN",0.5027
"XRN:MSLD87","APC",0.4853
"XRN:MSLD87","KRAS",0.5115
"XRN:MSLD87","PTEN",0.5433
"XRN:MSLD87","TP53",0.2545
"XRN:MSRT39","APC",0.42
"XRN:MSRT39","KRAS",0.27
"XRN:MSRT39","PTEN",0.33
"XRN:MSRT39","TP53",0.36
"XRN:MT1XCV","APC",0.3025
"XRN:MT1XCV","KRAS",0.2274
"XRN:MT1XCV","PTEN",0.2923
"XRN:MTMPLP","PIK3CA",0.3822
"XRN:MTMPLP","PTEN",0.226
"XRN:MTUBXS","APC",0.3
"XRN:MTUBXS","KRAS",0.43
"XRN:MTUBXS","PTEN",0.49
"XRN:MTUBXS","TP53",0.44
"XRN:MV4XJD","APC",0.245
"XRN:MV4XJD","KRAS",0.1544
"XRN:MV4XJD","PTEN",0.0567
"XRN:MV4XJD","TP53",0.2308
"XRN:MXBD0M","APC",0.3787
